t,S,E,I,H,C,R,D
206.75,3003561.499,109650.3666,80091.3394,13813.84746,9894.953433,2246298.491,36689.50227
207,2999363.945,109288.0765,79659.05109,13759.26986,9870.342029,2251245.916,36813.39992
207.25,2995220.544,108883.5871,79241.7224,13704.43931,9845.447916,2256167.269,36936.98964
207.5,2991621.024,107964.1268,78821.17571,13649.47992,9820.275228,2261063.65,37060.26791
207.75,2988022.303,107085.1845,78385.69795,13594.32484,9794.829699,2265934.429,37183.23126
208,2983935.346,106719.1761,77953.13322,13538.8634,9769.11426,2270778.491,37305.87628
208.25,2979895.384,106318.284,77535.39136,13483.17393,9743.13023,2275596.437,37428.19961
208.5,2976389.62,105411.7228,77114.83733,13427.37898,9716.881761,2280389.361,37550.19787
208.75,2972887,104542.8814,76679.80297,13371.41352,9690.37462,2285156.66,37671.86778
209,2968909.651,104173.2783,76247.83113,13315.16937,9663.611792,2289897.252,37793.20612
209.25,2964984.3,103764.0945,75830.33356,13258.72401,9636.594715,2294611.744,37914.20968
209.5,2961574.831,102867.4897,75410.08651,13202.19517,9609.327598,2299301.194,38034.87529
209.75,2958166.706,102009.737,74975.99687,13145.51957,9581.816165,2303965.025,38155.19982
210,2954296.911,101638.0931,74544.96273,13088.59247,9554.063473,2308602.197,38275.18025
210.25,2950472.282,101233.7898,74128.25673,13031.48815,9526.071048,2313213.299,38394.81354
210.5,2947153.967,100351.2054,73709.18182,12974.32276,9497.843096,2317799.384,38514.0967
210.75,2943839.23,99504.73151,73276.69358,12917.03475,9469.38534,2322359.898,38633.02679
211,2940075.863,99131.08448,72847.39295,12859.52175,9440.70087,2326893.836,38751.60096
211.25,2936362.303,98720.36887,72432.07485,12801.85719,9411.791299,2331401.789,38869.81637
211.5,2933137.348,97848.94974,72014.44204,12744.15252,9382.660864,2335884.776,38987.67019
211.75,2929914.185,97014.72183,71584.00263,12686.34785,9353.315224,2340342.268,39105.15969
212,2926255.038,96640.54249,71156.73632,12628.34414,9323.757509,2344773.299,39222.28217
212.25,2922639.192,96235.83051,70743.29786,12570.21168,9293.989398,2349178.444,39339.03499
212.5,2919502.544,95379.3517,70327.89955,12512.06033,9264.015095,2353558.714,39455.41551
212.75,2916369.817,94557.38517,69900.10105,12453.83187,9233.840239,2357913.604,39571.42116
213,2912813.654,94182.62882,69475.5905,12395.42953,9203.467965,2362242.179,39687.04944
213.25,2909305.093,93773.20421,69064.56559,12336.9227,9172.900013,2366545.016,39802.2979
213.5,2906258.661,92928.89643,68651.62588,12278.4167,9142.140593,2370823.095,39917.16407
213.75,2903214.382,92120.13141,68226.8607,12219.85489,9111.195256,2375075.931,40031.64557
214,2899758.877,91746.1828,67805.36127,12161.14368,9080.067156,2379302.628,40145.74008
214.25,2896344.789,91343.72714,67397.18512,12102.34945,9048.75807,2383503.746,40259.44533
214.5,2893383.625,90515.08781,66987.42336,12043.57591,9017.272156,2387680.257,40372.75904
214.75,2890426.641,89719.37976,66566.2188,11984.768,8985.61492,2391831.699,40485.679
215,2887070.473,89346.11672,66148.37792,11925.83431,8953.789499,2395957.206,40598.2031
215.25,2883759.703,88940.47052,65743.52211,11866.8403,8921.797706,2400057.337,40710.32922
215.5,2880885.449,88124.81511,65337.11622,11807.88531,8889.643682,2404133.035,40822.05527
215.75,2878013.633,87343.07288,64919.80975,11748.91578,8857.332827,2408183.856,40933.37925
216,2874754.387,86971.79286,64505.83711,11689.84335,8824.868272,2412208.972,41044.29919
216.25,2871534.67,86573.92815,64104.68054,11630.73055,8792.251846,2416208.925,41154.81317
216.5,2868742.502,85774.48907,63702.27773,11571.67513,8759.487618,2420184.649,41264.91929
216.75,2865954.701,85006.4234,63289.33284,11512.62505,8726.580921,2424135.721,41374.6157
217,2862790.993,84636.93254,62879.80347,11453.494,8693.534852,2428061.342,41483.90064
217.25,2859670.497,84237.22676,62482.7565,11394.34361,8660.35125,2431962.053,41592.77236
217.5,2856961.819,83451.40386,62084.48929,11335.26743,8627.034147,2435838.757,41701.22914
217.75,2854255.797,82697.88949,61676.18967,11276.21482,8593.588755,2439691.051,41809.26931
218,2851185.152,82331.39825,61271.26832,11217.1024,8560.018144,2443518.17,41916.89127
218.25,2848152.16,81940.14095,60878.65482,11157.989,8526.324148,2447320.637,42024.09346
218.5,2845522.284,81170.91521,60485.10019,11098.96655,8492.510709,2451099.349,42130.87433
218.75,2842896.897,80431.53348,60081.8475,11039.98592,8458.582959,2454853.92,42237.2324
219,2839917.89,80067.7828,59682.0393,10980.96564,8424.543909,2458583.612,42343.16623
219.25,2836979.938,79675.86847,59294.21047,10921.96364,8390.395388,2462288.949,42448.67444
219.5,2834430.059,78920.72418,58905.45716,10863.06785,8356.141283,2465970.795,42553.75565
219.75,2831882.993,78196.31412,58507.4833,10804.23045,8321.786588,2469628.784,42658.40855
220,2828993.113,77836.42908,58112.90969,10745.37277,8287.334273,2473262.209,42762.63189
220.25,2826139.031,77453.49348,57730.13648,10686.55003,8252.786141,2476871.578,42866.42443
220.5,2823664.606,76715.17439,57346.69406,10627.84864,8218.145977,2480457.746,42969.78499
220.75,2821194.737,76005.20315,56954.34156,10569.22214,8183.418677,2484020.365,43072.71241
221,2818392.534,75648.86629,56565.44103,10510.59372,8148.60714,2487558.752,43175.20561
221.25,2815629.272,75266.30125,56188.01828,10452.01771,8113.713146,2491073.414,43277.26353
221.5,2813231.311,74542.37641,55809.934,10393.57667,8078.740408,2494565.176,43378.88513
221.75,2810836.271,73847.64664,55423.38567,10335.22541,8043.693675,2498033.708,43480.06945
222,2808119.223,73495.90033,55040.23866,10276.88977,8008.575789,2501478.357,43580.81555
222.25,2805436.15,73122.71758,54668.38715,10218.62151,7973.388488,2504899.612,43681.12254
222.5,2803110.268,72415.70799,54296.10659,10160.50168,7938.135372,2508298.291,43780.98954
222.75,2800788.961,71735.58745,53915.64916,10102.4864,7902.821081,2511674.079,43880.41575
223,2798155.608,71388.06287,53538.63134,10044.50329,7867.448371,2515026.346,43979.4004
223.25,2795559.13,71016.13193,53172.59294,9986.6032,7832.018945,2518355.58,44077.94275
223.5,2793306.172,70323.69182,52806.12471,9928.863552,7796.536316,2521662.569,44176.0421
223.75,2791056.2,69658.94699,52431.89511,9871.241642,7761.00497,2524947.014,44273.69777
224,2788504.026,69316.60717,52061.0487,9813.667606,7725.427592,2528208.313,44370.90916
224.25,2785984.046,68954.34616,51700.99725,9756.18988,7689.805833,2531446.939,44467.6757
224.5,2783799.791,68278.78837,51340.72686,9698.88438,7654.143083,2534663.67,44563.99681
224.75,2781620.092,67628.70178,50972.9598,9641.709687,7618.443707,2537858.221,44659.872
225,2779147.643,67291.1336,50608.60193,9584.597592,7582.7103,2541030.013,44755.30081
225.25,2776710.062,66930.87024,50254.73007,9527.595662,7546.944458,2544179.515,44850.28281
225.5,2774595.213,66269.93459,49900.6307,9470.776372,7511.14948,2547307.478,44944.81758
225.75,2772483.376,65635.23731,49539.42078,9414.099397,7475.32957,2550413.632,45038.90476
226,2770088.16,65303.3284,49181.55857,9357.498943,7439.487241,2553497.423,45132.54405
226.25,2767723.402,64952.91784,48833.99683,9301.020262,7403.624028,2556559.304,45225.73516
226.5,2765673.906,64308.72339,48486.39816,9244.734386,7367.743099,2559600.018,45318.47782
226.75,2763628.912,63688.62621,48131.93212,9188.602213,7331.848533,2562619.307,45410.77181
227,2761309.489,63361.92604,47780.82865,9132.559514,7295.94274,2565616.638,45502.61697
227.25,2759022.989,63014.13491,47439.72446,9076.650701,7260.027197,2568592.461,45594.01315
227.5,2757039.426,62384.50736,47098.56768,9020.943548,7224.10497,2571547.491,45684.96022
227.75,2755058.869,61779.70712,46750.90158,8965.399983,7188.179974,2574481.484,45775.4581
228,2752812.785,61459.03225,46406.53226,8909.958073,7152.254531,2577393.931,45865.50675
228.25,2750595.477,61121.18324,46071.97661,8854.660037,7116.330048,2580285.267,45955.10617
228.5,2748673.963,60508.06194,45737.54,8799.572259,7080.409456,2583156.197,46044.25636
228.75,2746756.871,59917.7103,45396.81683,8744.657836,7044.496539,2586006.49,46132.95737
229,2744582.711,59602.57947,45059.39534,8689.856313,7008.593515,2588835.655,46221.2093
229.25,2742439.599,59267.85905,44731.49462,8635.209102,6972.701721,2591644.124,46309.01227
229.5,2740580.627,58669.13749,44403.69055,8580.779511,6936.823984,2594432.575,46396.3664
229.75,2738754.221,58065.32412,44068.79638,8526.541211,6900.963972,2597200.881,46483.27188
230,2736654.466,57754.13887,43735.54781,8472.433629,6865.124153,2599948.561,46569.72892
230.25,2734558.43,57449.06554,43413.25242,8418.464912,6829.305871,2602675.744,46655.73778
230.5,2732755.605,56868.62385,43093.5136,8364.666168,6793.510714,2605382.782,46741.29873
230.75,2730980.557,56287.36883,42766.58356,8311.09038,6757.740938,2608070.248,46826.41204
231,2728947.6,55982.94894,42440.94225,8257.681565,6722.000374,2610737.749,46911.07803
231.25,2726929.267,55673.5165,42126.11175,8204.411817,6686.291098,2613385.105,46995.29705
231.5,2725192.207,55101.48574,41812.31291,8151.34666,6650.613674,2616012.964,47079.06952
231.75,2723459.626,54551.27424,41491.58944,8098.507794,6614.971062,2618621.636,47162.39581
232,2721478.181,54266.66139,41174.22861,8045.810419,6579.367533,2621210.475,47245.27635
232.25,2719526.701,53961.59858,40867.39595,7993.257384,6543.802995,2623779.533,47327.71163
232.5,2717853.156,53397.50196,40560.60494,7940.949572,6508.278529,2626329.807,47409.70215
232.75,2716180.151,52858.60065,40246.89757,7888.883819,6472.798554,2628861.42,47491.24838
233,2714263.395,52579.71281,39936.63761,7836.962095,6437.366105,2631373.576,47572.35089
233.25,2712375.609,52281.17949,39636.68294,7785.18892,6401.981137,2633866.348,47653.01028
233.5,2710756.762,51732.13193,39336.83651,7733.664137,6366.644846,2636340.733,47733.22713
233.75,2709138.5,51207.52159,39030.36682,7682.385938,6331.361338,2638796.862,47813.00203
234,2707284.534,50934.48252,38727.28534,7631.259521,6296.133486,2641233.97,47892.33566
234.25,2705458.652,50642.51602,38434.21502,7580.289673,6260.961233,2643652.137,47971.22871
234.5,2703892.952,50108.32245,38141.30084,7529.572326,6225.845697,2646052.325,48049.68186
234.75,2702327.875,49597.83573,37842.03065,7479.10569,6190.790801,2648434.667,48127.69582
235,2700534.904,49330.71684,37546.08695,7428.797899,6155.799275,2650798.424,48205.27134
235.25,2698769.157,49045.35638,37259.87427,7378.653414,6120.871021,2653143.678,48282.40923
235.5,2697255.078,48525.81467,36973.86142,7328.764893,6086.007069,2655471.363,48359.11026
235.75,2695741.658,48029.26459,36681.75104,7279.130443,6051.211164,2657781.609,48435.37522
236,2694007.926,47768.10956,36392.90585,7229.661082,6016.485897,2660073.707,48511.20498
236.25,2692300.578,47489.37425,36113.51797,7180.360992,5981.831119,2662347.737,48586.60041
236.5,2690836.627,46984.26608,35834.3708,7131.319643,5947.247775,2664604.606,48661.56239
236.75,2689373.365,46501.4501,35549.37535,7082.53507,5912.739432,2666844.443,48736.0918
237,2687697.149,46246.2832,35267.58373,7033.921101,5878.308542,2669066.564,48810.18958
237.25,2686046.499,45974.17382,34994.9818,6985.481659,5843.954907,2671271.052,48883.8567
237.5,2684631.212,45483.2679,34722.65832,6937.303131,5809.679383,2673458.785,48957.09412
237.75,2683216.64,45013.97077,34444.72652,6889.38349,5775.485367,2675629.891,49029.9028
238,2681596.254,44764.79955,34169.93692,6841.639303,5741.375169,2677783.712,49102.28377
238.25,2680000.633,44499.30111,33904.07515,6794.074251,5707.348542,2679920.33,49174.23807
238.5,2678632.576,44022.35558,33638.52634,6746.771733,5673.406258,2682040.597,49245.76675
238.75,2677265.256,43566.35157,33367.59993,6699.729673,5639.551541,2684144.641,49316.87083
239,2675699.045,43323.16899,33099.75373,6652.867302,5605.786568,2686231.827,49387.55143
239.25,2674156.822,43064.25278,32840.57907,6606.18807,5572.111041,2688302.237,49457.80967
239.5,2672834.59,42601.01713,32581.74866,6559.772485,5538.525648,2690356.699,49527.64666
239.75,2671513.114,42158.07193,32317.76227,6513.618428,5505.033447,2692395.337,49597.0635
240,2669999.462,41920.85812,32056.79372,6467.647718,5471.636482,2694417.541,49666.06137
240.25,2668509.037,41668.48336,31804.24586,6421.86359,5438.334405,2696423.394,49734.64146
240.5,2667231.256,41218.70004,31552.07038,6376.34375,5405.127824,2698413.697,49802.80495
240.75,2665954.245,40788.57226,31294.95166,6331.086039,5372.019633,2700388.572,49870.55303
241,2664491.568,40557.29595,31040.78805,6286.014797,5339.011747,2702347.434,49937.88691
241.25,2663051.38,40311.4112,30794.79964,6241.133048,5306.103773,2704290.365,50004.80787
241.5,2661816.705,39874.81699,30549.2087,6196.515786,5273.296235,2706218.14,50071.31713
241.75,2660582.811,39457.25947,30298.87863,6152.160819,5240.591871,2708130.882,50137.41595
242,2659169.561,39231.87924,30051.44067,6107.994933,5207.992472,2710028.026,50203.10562
242.25,2657778.08,38992.42359,29811.9377,6064.020954,5175.497595,2711909.653,50268.38744
242.5,2656585.197,38568.75075,29572.85439,6020.311246,5143.107689,2713776.516,50333.26273
242.75,2655393.104,38163.51171,29329.2277,5976.86359,5110.825338,2715628.735,50397.73277
243,2654027.768,37943.9771,29088.42991,5933.607147,5078.652212,2717465.767,50461.79892
243.25,2652683.5,37710.88122,28855.33218,5890.544555,5046.587823,2719287.692,50525.46255
243.5,2651531.125,37299.85854,28622.67354,5847.74563,5014.632543,2721095.24,50588.725
243.75,2650379.545,36906.68257,28385.65917,5805.208132,4982.788808,2722888.528,50651.58763
244,2649060.646,36692.935,28151.41041,5762.863526,4951.058173,2724667.035,50714.05183
244.25,2647762.133,36466.12209,27924.63201,5720.714268,4919.440104,2726430.84,50776.11902
244.5,2646649.012,36067.47581,27698.30953,5678.827713,4887.9349,2728180.65,50837.7906
244.75,2645536.689,35686.10476,27467.81119,5637.2016,4856.544855,2729916.581,50899.06797
245,2644262.784,35478.07846,27240.01516,5595.76963,4825.27141,2731638.129,50959.95257
245.25,2643008.601,35257.46508,27019.46499,5554.534089,4794.113988,2733345.375,51020.44586
245.5,2641933.51,34870.91971,26799.38515,5513.559947,4763.072819,2735039.003,51080.54928
245.75,2640859.218,34501.0935,26575.30181,5472.844925,4732.150058,2736719.127,51140.26428
246,2639628.899,34298.71624,26353.85758,5432.324897,4701.347036,2738385.263,51199.59233
246.25,2638417.658,34084.21313,26139.4399,5392.001984,4670.663137,2740037.489,51258.53494
246.5,2637379.404,33709.49217,25925.50468,5351.938848,4640.098523,2741676.469,51317.09359
246.75,2636341.948,33350.94953,25707.7311,5312.133199,4609.655215,2743302.313,51375.26975
247,2635153.842,33154.1434,25492.53363,5272.523017,4579.334438,2744914.558,51433.06495
247.25,2633984.189,32945.65613,25284.14856,5233.110266,4549.135539,2746513.28,51490.48073
247.5,2632981.607,32582.4828,25076.25597,5193.955376,4519.058613,2748099.122,51547.51858
247.75,2631979.821,32234.9619,24864.6832,5155.056048,4489.105555,2749672.193,51604.18004
248,2630832.591,32043.64395,24655.62385,5116.352306,4459.277487,2751232.045,51660.46665
248.25,2629703.205,31841.07364,24453.16788,5077.845965,4429.57372,2752778.754,51716.37997
248.5,2628735.161,31489.17142,24251.21243,5039.595295,4399.994288,2754312.944,51771.92155
248.75,2627767.909,31152.41052,24045.72834,5001.597994,4370.540959,2755834.72,51827.09294
249,2626660.253,30966.49338,23842.69536,4963.796065,4341.214761,2757343.652,51881.89571
249.25,2625569.848,30769.73725,23646.06181,4926.191183,4312.014968,2758839.816,51936.33146
249.5,2624635.239,30428.83052,23449.93501,4888.839532,4282.941556,2760323.813,51990.40176
249.75,2623701.415,30102.56845,23250.42473,4851.738805,4253.996175,2761795.749,52044.10817
250,2622632.061,29921.96095,23053.3037,4814.83293,4225.179757,2763255.209,52097.4523
250.25,2621579.386,29730.91291,22862.38321,4778.123444,4196.491547,2764702.267,52150.43577
250.5,2620677.136,29400.72739,22671.97403,4741.664516,4167.931461,2766137.507,52203.06017
250.75,2619775.663,29084.70411,22478.32038,4705.45384,4139.501036,2767561.03,52255.32709
251,2618743.378,28909.31176,22286.99469,4669.437205,4111.201117,2768972.439,52307.23815
251.25,2617727.214,28723.86294,22101.67564,4633.616024,4083.030914,2770371.806,52358.79499
251.5,2616856.276,28404.12618,21916.87091,4598.042514,4054.990293,2771759.695,52409.99923
251.75,2615986.107,28098.08319,21728.95484,4562.714374,4027.080681,2773136.207,52460.85247
252,2614989.689,27927.80871,21543.30607,4527.579198,3999.302836,2774500.958,52511.35635
252.25,2614008.85,27747.84792,21363.47499,4492.63828,3971.655942,2775854.021,52561.51252
252.5,2613168.206,27438.28971,21184.15984,4457.941952,3944.139813,2777195.94,52611.32262
252.75,2612328.323,27141.97051,21001.86083,4423.487921,3916.75577,2778526.814,52660.78826
253,2611366.601,26976.71427,20821.76915,4389.225531,3889.504491,2779846.274,52709.91111
253.25,2610419.936,26802.12845,20647.3111,4355.155961,3862.385132,2781154.391,52758.69281
253.5,2609608.597,26502.4812,20473.36929,4321.327726,3835.397461,2782451.692,52807.13503
253.75,2608798.008,26215.63162,20296.56572,4287.738541,3808.542698,2783738.274,52855.23939
254,2607869.848,26055.29207,20121.91023,4254.339446,3781.821443,2785013.782,52903.00755
254.25,2606956.234,25885.9667,19952.70918,4221.131513,3755.23283,2786278.284,52950.44119
254.5,2606173.238,25595.9658,19784.02348,4188.1615,3728.776577,2787532.292,52997.54196
254.75,2605390.981,25318.33433,19612.59294,4155.427134,3702.453813,2788775.9,53044.31151
255,2604495.277,25162.8084,19443.25207,4122.881099,3676.265062,2790008.765,53090.7515
255.25,2603613.628,24998.6279,19279.19119,4090.524366,3650.209434,2791230.956,53136.86362
255.5,2602858.04,24718.01198,19115.6437,4058.401995,3624.286609,2792442.966,53182.64952
255.75,2602103.178,24449.35012,18949.46336,4026.511729,3598.497621,2793644.888,53228.11085
