t,S,E,I,H,C,R,D
410.75,2514255.303,78.77020093,61.8845179,14.86745963,15.13569261,2926773.177,58800.86191
411,2514252.549,78.26259312,61.31436813,14.72931598,14.99535061,2926777.097,58801.0517
411.25,2514250.04,77.54147226,60.74749894,14.59259514,14.85630711,2926780.982,58801.23973
411.5,2514247.791,76.59912981,60.17702716,14.45710537,14.71855092,2926784.831,58801.42602
411.75,2514245.348,75.87983115,59.61384637,14.32273348,14.58206811,2926788.643,58801.61058
412,2514242.696,75.39084343,59.06461138,14.18964447,14.44684624,2926792.419,58801.79343
412.25,2514240.278,74.69617788,58.51853674,14.05792632,14.31287573,2926796.162,58801.97458
412.5,2514238.112,73.78840884,57.96899189,13.9273943,14.18014575,2926799.869,58802.15406
412.75,2514235.759,73.09549894,57.42647063,13.79793937,14.04864292,2926803.541,58802.33187
413,2514233.204,72.62444862,56.89738356,13.6697205,13.91835521,2926807.179,58802.50803
413.25,2514230.875,71.95526821,56.37134104,13.5428224,13.7892734,2926810.784,58802.68256
413.5,2514228.788,71.08080454,55.84195578,13.41706713,13.66138706,2926814.355,58802.85547
413.75,2514226.521,70.41331565,55.31933653,13.29234967,13.53468327,2926817.892,58803.02677
414,2514224.06,69.95954505,54.80965864,13.16882311,13.40915046,2926821.397,58803.19649
414.25,2514221.817,69.31491515,54.3029137,13.04656908,13.28477973,2926824.87,58803.36464
414.5,2514219.806,68.47253528,53.79294884,12.92541617,13.16156102,2926828.31,58803.53122
414.75,2514217.623,67.82953511,53.28950183,12.80526318,13.03948188,2926831.717,58803.69626
415,2514215.251,67.39241066,52.79852141,12.6862576,12.91853116,2926835.093,58803.85977
415.25,2514213.091,66.7714309,52.31036646,12.56847805,12.79870027,2926838.439,58804.02176
415.5,2514211.154,65.95995805,51.81910986,12.45175941,12.67997953,2926841.753,58804.18225
415.75,2514209.051,65.34054846,51.33413207,12.3360042,12.56235693,2926845.035,58804.34125
416,2514206.766,64.91945979,50.8611635,12.22135449,12.44582173,2926848.287,58804.49878
416.25,2514204.685,64.3212628,50.39091684,12.10788601,12.33036565,2926851.51,58804.65485
416.5,2514202.819,63.5395633,49.91768247,11.9954397,12.21597934,2926854.702,58804.80947
416.75,2514200.793,62.9428791,49.45049661,11.88392164,12.10265125,2926857.864,58804.96265
417,2514198.593,62.53723819,48.9948794,11.77346869,11.99037101,2926860.997,58805.11441
417.25,2514196.588,61.96098838,48.54188431,11.6641538,11.87913063,2926864.101,58805.26477
417.5,2514194.791,61.20797015,48.08601128,11.55582375,11.76892113,2926867.177,58805.41373
417.75,2514192.839,60.63317784,47.6359649,11.44838806,11.65973135,2926870.223,58805.56131
418,2514190.719,60.24241822,47.19706274,11.34197856,11.55155131,2926873.24,58805.70752
418.25,2514188.788,59.68731064,46.76068659,11.23666553,11.4443733,2926876.231,58805.85237
418.5,2514187.057,58.96192162,46.32153821,11.13230135,11.33818867,2926879.194,58805.99588
418.75,2514185.176,58.40821825,45.88800275,11.02879888,11.23298665,2926882.128,58806.13806
419,2514183.134,58.0317942,45.46520266,10.9262851,11.12875764,2926885.035,58806.27891
419.25,2514181.274,57.49705339,45.04483598,10.82482771,11.0254942,2926887.916,58806.41847
419.5,2514179.606,56.79828009,44.62179889,10.7242845,10.92318798,2926890.77,58806.55672
419.75,2514177.795,56.26489215,44.20416885,10.62457153,10.82182863,2926893.596,58806.6937
420,2514175.828,55.90227797,43.7968803,10.52581112,10.72140686,2926896.396,58806.8294
420.25,2514174.036,55.3871569,43.39193596,10.42806847,10.62191553,2926899.172,58806.96385
420.5,2514172.429,54.71402299,42.98441929,10.3312066,10.52334657,2926901.921,58807.09704
420.75,2514170.684,54.20020532,42.58211134,10.23514464,10.42569002,2926904.643,58807.229
421,2514168.79,53.85089454,42.18976546,10.14000042,10.32893692,2926907.341,58807.35974
421.25,2514167.063,53.35467357,41.79967783,10.04583676,10.23308038,2926910.014,58807.48926
421.5,2514165.516,52.70623851,41.40711238,9.952521684,10.13811265,2926912.663,58807.61759
421.75,2514163.835,52.21127328,41.01956456,9.859977295,10.04402409,2926915.286,58807.74472
422,2514162.01,51.87477801,40.64161331,9.7683171,9.95080609,2926917.884,58807.87067
422.25,2514160.346,51.39676388,40.26583753,9.677601602,9.858452012,2926920.46,58807.99545
422.5,2514158.856,50.77212162,39.88767492,9.58770368,9.766954366,2926923.011,58808.11907
422.75,2514157.237,50.29531729,39.51434589,9.498548282,9.67630388,2926925.537,58808.24155
423,2514155.478,49.97116752,39.15026133,9.410244753,9.586492253,2926928.041,58808.36289
423.25,2514153.876,49.51069237,38.78827247,9.322851371,9.497513079,2926930.521,58808.4831
423.5,2514152.44,48.9089701,38.42398445,9.236245679,9.409359143,2926932.979,58808.6022
423.75,2514150.881,48.4496605,38.0643527,9.150355379,9.322021511,2926935.413,58808.7202
424,2514149.187,48.13740344,37.71362623,9.065285799,9.23549218,2926937.824,58808.83709
424.25,2514147.644,47.69382392,37.36491863,8.981093078,9.149764978,2926940.214,58808.95291
424.5,2514146.26,47.1141808,37.0139963,8.897659249,9.06483295,2926942.581,58809.06764
424.75,2514144.758,46.67172418,36.66755943,8.814914668,8.980687486,2926944.926,58809.18132
425,2514143.126,46.37092365,36.3297011,8.732960793,8.897320873,2926947.249,58809.29394
425.25,2514141.64,45.94361997,35.99378762,8.651851704,8.814727162,2926949.551,58809.40551
425.5,2514140.307,45.38524603,35.65574074,8.57147376,8.732899651,2926951.832,58809.51605
425.75,2514138.86,44.95902417,35.32201478,8.49175987,8.65183004,2926954.09,58809.62556
426,2514137.288,44.66925995,34.9965526,8.412807769,8.571510899,2926956.328,58809.73405
426.25,2514135.856,44.25763507,34.67296394,8.334669549,8.491936492,2926958.545,58809.84154
426.5,2514134.572,43.71975001,34.34732025,8.257235739,8.41310036,2926960.742,58809.94803
426.75,2514133.178,43.30916736,34.02583895,8.180441708,8.334994505,2926962.918,58810.05353
427,2514131.664,43.03003466,33.71231823,8.104381602,8.257611766,2926965.073,58810.15805
427.25,2514130.284,42.63351341,33.40060234,8.029105601,8.180946614,2926967.21,58810.2616
427.5,2514129.048,42.11536556,33.08690687,7.95450825,8.104992826,2926969.326,58810.36419
427.75,2514127.705,41.7198484,32.7772211,7.880527286,8.029742693,2926971.422,58810.46583
428,2514126.247,41.45095726,32.47520381,7.807253402,7.955189313,2926973.498,58810.56652
428.25,2514124.918,41.06898559,32.17492517,7.734734933,7.881327359,2926975.556,58810.66628
428.5,2514123.726,40.56985084,31.87273965,7.662870291,7.808150832,2926977.595,58810.76512
428.75,2514122.433,40.18884649,31.57441672,7.591599501,7.735652304,2926979.614,58810.86303
429,2514121.028,39.92982125,31.28348091,7.521009922,7.663825124,2926981.614,58810.96004
429.25,2514119.748,39.56186538,30.99421998,7.451148115,7.592664158,2926983.596,58811.05614
429.5,2514118.6,39.08104619,30.7031222,7.381916221,7.522163622,2926985.56,58811.15136
429.75,2514117.354,38.71402225,30.4157453,7.313256462,7.45231636,2926987.505,58811.24569
430,2514116.001,38.464501,30.13548447,7.245252991,7.383115963,2926989.432,58811.33914
430.25,2514114.767,38.11004676,29.8568371,7.177950659,7.31455748,2926991.342,58811.43173
430.5,2514113.662,37.64687117,29.57642032,7.111255196,7.246635341,2926993.233,58811.52345
430.75,2514112.462,37.29331474,29.29958793,7.045110943,7.179342648,2926995.107,58811.61433
431,2514111.158,37.05294886,29.02961049,6.979598966,7.112673224,2926996.963,58811.70436
431.25,2514109.97,36.71150093,28.76118733,6.914762466,7.046622299,2926998.803,58811.79355
431.5,2514108.905,36.2653216,28.49105975,6.850510634,6.981184504,2927000.625,58811.88192
431.75,2514107.749,35.92473861,28.22438504,6.786789851,6.916353192,2927002.43,58811.96947
432,2514106.493,35.69319226,27.96431376,6.723678206,6.85212241,2927004.218,58812.0562
432.25,2514105.348,35.36427347,27.70573976,6.661217315,6.788487563,2927005.99,58812.14213
432.5,2514104.323,34.93446684,27.44552392,6.599319698,6.725443474,2927007.745,58812.22726
432.75,2514103.209,34.60638131,27.18863427,6.537933706,6.662983739,2927009.484,58812.3116
433,2514101.999,34.38333096,26.93810575,6.47713456,6.601102623,2927011.206,58812.39515
433.25,2514100.897,34.06648166,26.68901959,6.416962347,6.539795694,2927012.913,58812.47793
433.5,2514099.909,33.652447,26.43835188,6.357332798,6.479057966,2927014.604,58812.55994
433.75,2514098.835,33.33640045,26.19088833,6.298196156,6.418883268,2927016.279,58812.64119
434,2514097.67,33.12153443,25.94955249,6.239624881,6.359266071,2927017.938,58812.72169
434.25,2514096.608,32.81631181,25.70960612,6.18165759,6.300202106,2927019.583,58812.80144
434.5,2514095.656,32.41747045,25.46813627,6.124213103,6.241686568,2927021.212,58812.88044
434.75,2514094.623,32.11302118,25.22975301,6.06724349,6.183713508,2927022.825,58812.95872
435,2514093.5,31.90603925,24.99727262,6.01081855,6.126277602,2927024.423,58813.03626
435.25,2514092.477,31.61201674,24.76613073,5.954975482,6.069374733,2927026.007,58813.11309
435.5,2514091.56,31.22781125,24.5335213,5.899636084,6.013000271,2927027.577,58813.1892
435.75,2514090.564,30.93453376,24.30388522,5.844754185,5.957148485,2927029.131,58813.26461
436,2514089.483,30.7351467,24.0799354,5.790397021,5.901814242,2927030.67,58813.33931
436.25,2514088.498,30.45191338,23.85727499,5.736600425,5.846993577,2927032.196,58813.41332
436.5,2514087.614,30.08180674,23.63320093,5.683289064,5.792682026,2927033.708,58813.48665
436.75,2514086.655,29.79929116,23.41199112,5.630418461,5.738874069,2927035.205,58813.55929
437,2514085.613,29.60722033,23.19625892,5.578053383,5.685564759,2927036.688,58813.63126
437.25,2514084.664,29.33438036,22.98176883,5.526228347,5.632750274,2927038.158,58813.70256
437.5,2514083.813,28.97785527,22.76591699,5.474870785,5.580426314,2927039.614,58813.7732
437.75,2514082.889,28.70570674,22.55282432,5.423937851,5.528587558,2927041.056,58813.84318
438,2514081.886,28.52068375,22.34500825,5.373491934,5.47722924,2927042.485,58813.91251
438.25,2514080.971,28.2578558,22.13838874,5.323566284,5.426347677,2927043.901,58813.98119
438.5,2514080.152,27.91441392,21.93045748,5.274090996,5.375938724,2927045.304,58814.04924
438.75,2514079.262,27.65225208,21.72518415,5.225024794,5.325997255,2927046.693,58814.11666
439,2514078.295,27.47401836,21.52499379,5.176427778,5.276518678,2927048.069,58814.18345
439.25,2514077.414,27.22083508,21.3259561,5.128331976,5.227499443,2927049.434,58814.24962
439.5,2514076.625,26.88999637,21.12565482,5.080670048,5.178935556,2927050.785,58814.31518
439.75,2514075.767,26.6374548,20.92791395,5.033402233,5.130822078,2927052.123,58814.38012
440,2514074.836,26.46576127,20.73506953,4.986586425,5.083154583,2927053.449,58814.44447
440.25,2514073.988,26.22186879,20.5433355,4.940253475,5.035929652,2927054.763,58814.50821
440.5,2514073.227,25.90317081,20.35038427,4.894338514,4.989143434,2927056.065,58814.57137
440.75,2514072.401,25.65989654,20.1598995,4.848803239,4.942791172,2927057.354,58814.63393
441,2514071.504,25.49450324,19.97413151,4.803703418,4.8968686,2927058.631,58814.69592
441.25,2514070.687,25.25956069,19.78943317,4.759068771,4.851372422,2927059.897,58814.75733
441.5,2514069.954,24.95255796,19.60356232,4.714836809,4.806298931,2927061.15,58814.81817
441.75,2514069.158,24.71821095,19.42006744,4.670970633,4.761643539,2927062.392,58814.87844
442,2514068.294,24.55888676,19.24111625,4.627523965,4.717402139,2927063.623,58814.93816
442.25,2514067.507,24.33256573,19.06319547,4.584525433,4.673571553,2927064.842,58814.99732
442.5,2514066.801,24.03682913,18.88414523,4.54191484,4.630148208,2927066.05,58815.05593
442.75,2514066.035,23.81108183,18.70738378,4.499656641,4.587127686,2927067.246,58815.11399
443,2514065.202,23.65760406,18.53499928,4.457802587,4.544506027,2927068.431,58815.17152
443.25,2514064.444,23.43958823,18.3636074,4.416380253,4.502280171,2927069.606,58815.22851
443.5,2514063.764,23.15470435,18.19112752,4.375331652,4.460446673,2927070.769,58815.28497
443.75,2514063.026,22.93724122,18.02085245,4.334622544,4.419001277,2927071.922,58815.34091
444,2514062.224,22.78939537,17.85479371,4.294302777,4.377940167,2927073.063,58815.39632
444.25,2514061.493,22.57938,17.68969118,4.254398917,4.337260393,2927074.195,58815.45122
444.5,2514060.838,22.30495063,17.5235406,4.214855102,4.296958639,2927075.316,58815.50562
444.75,2514060.127,22.09546771,17.35951391,4.175638349,4.257030801,2927076.426,58815.5595
445,2514059.355,21.95304715,17.19954885,4.136796678,4.217473203,2927077.526,58815.61289
445.25,2514058.651,21.75073869,17.0405049,4.098355676,4.178283003,2927078.616,58815.66578
445.5,2514058.02,21.4863802,16.88045139,4.060261534,4.139457005,2927079.695,58815.71818
445.75,2514057.335,21.28458467,16.72244384,4.022482477,4.100991255,2927080.765,58815.77009
446,2514056.591,21.14739035,16.56834885,3.985064761,4.062882212,2927081.824,58815.82152
446.25,2514055.913,20.952506,16.41514121,3.948033037,4.025127136,2927082.874,58815.87247
446.5,2514055.305,20.69784886,16.26096105,3.911335469,3.987722947,2927083.914,58815.92295
446.75,2514054.645,20.50345864,16.10875178,3.874941446,3.950665836,2927084.944,58815.97296
447,2514053.928,20.3712988,15.96031151,3.838895529,3.913952391,2927085.965,58816.0225
447.25,2514053.275,20.18356616,15.81272601,3.803221461,3.877579973,2927086.976,58816.07159
447.5,2514052.69,19.93825438,15.66420371,3.767869309,3.841545613,2927087.978,58816.12021
447.75,2514052.054,19.75099776,15.51757998,3.732809585,3.805845641,2927088.97,58816.16839
448,2514051.364,19.62368768,15.37458694,3.698085215,3.77047677,2927089.953,58816.21612
448.25,2514050.734,19.44284431,15.23241731,3.66371907,3.735436455,2927090.928,58816.2634
448.5,2514050.171,19.20653498,15.08934527,3.629663049,3.700721838,2927091.893,58816.31025
448.75,2514049.558,19.02615019,14.94810213,3.595888746,3.666329382,2927092.849,58816.35666
449,2514048.893,18.90351193,14.81035644,3.56243751,3.632255919,2927093.796,58816.40264
449.25,2514048.287,18.72930505,14.67340396,3.529331374,3.598498999,2927094.734,58816.44819
449.5,2514047.744,18.50166781,14.5355822,3.496524,3.565055865,2927095.664,58816.49332
449.75,2514047.154,18.3279027,14.39952223,3.463988026,3.531923112,2927096.585,58816.53803
450,2514046.513,18.20976484,14.26683136,3.431763282,3.499097685,2927097.497,58816.58232
450.25,2514045.929,18.04195094,14.1349046,3.399870993,3.466577224,2927098.401,58816.6262
450.5,2514045.406,17.82266757,14.00214047,3.368266521,3.434359074,2927099.297,58816.66967
450.75,2514044.838,17.65527924,13.87107349,3.336923507,3.402439953,2927100.184,58816.71274
451,2514044.243,17.52190748,13.74362845,3.306015752,3.3709398,2927101.059,58816.75525
451.25,2514043.652,17.38464385,13.61625537,3.275134418,3.339463775,2927101.934,58816.79772
451.5,2514043.124,17.19319142,13.48946889,3.244549605,3.308281153,2927102.801,58816.83979
451.75,2514042.598,17.00591898,13.36288148,3.214239659,3.277389735,2927103.66,58816.88148
452,2514042.023,16.87534555,13.23753635,3.184210426,3.246786529,2927104.51,58816.92277
452.25,2514041.454,16.74361817,13.1143671,3.154469264,3.216468867,2927105.353,58816.96368
452.5,2514040.945,16.55919886,12.99228571,3.125007866,3.186434289,2927106.188,58817.0042
452.75,2514040.439,16.37883938,12.87035338,3.095813975,3.156680108,2927107.015,58817.04435
453,2514039.885,16.25308928,12.74961716,3.066890574,3.127203509,2927107.834,58817.08412
453.25,2514039.337,16.12622683,12.63097778,3.038244583,3.098001946,2927108.646,58817.12352
453.5,2514038.847,15.94861393,12.51338716,3.009868019,3.069073048,2927109.45,58817.16256
453.75,2514038.359,15.77491051,12.39594099,2.981749087,3.040414225,2927110.246,58817.20123
454,2514037.826,15.65380285,12.27964765,2.953890663,3.012022766,2927111.035,58817.23953
454.25,2514037.298,15.53162327,12.16537461,2.926299419,2.983896219,2927111.817,58817.27748
454.5,2514036.826,15.36056353,12.05211232,2.898967671,2.956032298,2927112.591,58817.31508
454.75,2514036.357,15.19326866,11.93898979,2.871884061,2.92842851,2927113.359,58817.35232
455,2514035.843,15.07663026,11.82697814,2.845051364,2.901082243,2927114.118,58817.38922
455.25,2514035.335,14.95895905,11.71691282,2.818476008,2.873991136,2927114.871,58817.42577
455.5,2514034.879,14.79420927,11.60782146,2.792150595,2.847152987,2927115.617,58817.46198
455.75,2514034.427,14.63308526,11.49886512,2.766064189,2.820565394,2927116.356,58817.49786
456,2514033.932,14.52074995,11.39097909,2.740219463,2.794225843,2927117.088,58817.53339
456.25,2514033.443,14.40741965,11.28496799,2.714622611,2.768132058,2927117.813,58817.5686
456.5,2514033.005,14.24874612,11.17989527,2.689266508,2.742281919,2927118.532,58817.60348
456.75,2514032.569,14.09356447,11.07495287,2.664140621,2.716673114,2927119.243,58817.63803
457,2514032.093,13.98537266,10.97104159,2.639247528,2.691303219,2927119.948,58817.67226
457.25,2514031.621,13.87622237,10.86893636,2.614593193,2.666170044,2927120.647,58817.70617
457.5,2514031.199,13.72340034,10.76773513,2.590170754,2.641271548,2927121.338,58817.73976
457.75,2514030.78,13.57394131,10.66665962,2.565970069,2.616605501,2927122.024,58817.77304
458,2514030.321,13.4697396,10.5665774,2.541993619,2.592169572,2927122.703,58817.80601
458.25,2514029.867,13.36461463,10.46823481,2.518247147,2.56796165,2927123.375,58817.83867
458.5,2514029.46,13.21742787,10.37076304,2.494724048,2.543979769,2927124.042,58817.87102
458.75,2514029.056,13.07348002,10.27341249,2.47141455,2.520221784,2927124.702,58817.90307
459,2514028.614,12.97312088,10.17701874,2.448321044,2.496685446,2927125.356,58817.93483
459.25,2514028.177,12.87187243,10.08230059,2.425449062,2.473368724,2927126.004,58817.96628
459.5,2514027.785,12.73011283,9.98842127,2.40279224,2.450269725,2927126.646,58817.99745
459.75,2514027.396,12.59147268,9.8946588,2.380341167,2.427386381,2927127.281,58818.02832
460,2514026.97,12.49481414,9.801817935,2.358098145,2.404716529,2927127.911,58818.0589
460.25,2514026.549,12.39729902,9.710590979,2.336068503,2.382258212,2927128.535,58818.0892
460.5,2514026.172,12.26076629,9.620171993,2.31424611,2.360009605,2927129.153,58818.11922
460.75,2514025.798,12.12723794,9.529865618,2.292621902,2.337968717,2927129.766,58818.14895
461,2514025.387,12.03414337,9.440446932,2.271198095,2.316133466,2927130.372,58818.17841
461.25,2514024.982,11.94022377,9.352582707,2.249979821,2.294501965,2927130.973,58818.20759
461.5,2514024.619,11.80872504,9.265496716,2.228961176,2.273072459,2927131.569,58818.2365
461.75,2514024.258,11.68011989,9.17851923,2.208133429,2.251843029,2927132.158,58818.26514
462,2514023.863,11.59045777,9.092396749,2.187498713,2.230811669,2927132.743,58818.29352
462.25,2514023.472,11.500001,9.007771457,2.167061972,2.209976562,2927133.321,58818.32162
462.5,2514023.122,11.37335058,8.923895743,2.146817517,2.189336018,2927133.895,58818.34947
462.75,2514022.775,11.24948703,8.840124566,2.12675694,2.168888189,2927134.463,58818.37705
463,2514022.394,11.16313072,8.757176901,2.106882295,2.148631141,2927135.026,58818.40438
463.25,2514022.018,11.07600905,8.675671254,2.087198341,2.128563128,2927135.583,58818.43145
463.5,2514021.681,10.95402811,8.594887573,2.067699602,2.108682517,2927136.135,58818.45827
463.75,2514021.346,10.8347313,8.5142046,2.048377976,2.088987531,2927136.682,58818.48484
464,2514020.98,10.75155887,8.434314798,2.029235443,2.069476309,2927137.224,58818.51116
464.25,2514020.618,10.66764928,8.355813869,2.010276587,2.050147164,2927137.761,58818.53724
464.5,2514020.293,10.55016564,8.278008307,1.99149613,2.030998528,2927138.293,58818.56307
464.75,2514019.971,10.43526715,8.200299756,1.972886271,2.012028688,2927138.82,58818.58866
465,2514019.618,10.35516117,8.123355148,1.954448916,1.99323585,2927139.342,58818.61401
465.25,2514019.269,10.27434521,8.047748221,1.936188478,1.974618391,2927139.859,58818.63912
465.5,2514018.956,10.16119303,7.972811037,1.918099876,1.9561748,2927140.372,58818.664
465.75,2514018.646,10.05053069,7.8979673,1.900175595,1.937903426,2927140.879,58818.68865
466,2514018.306,9.973378081,7.823859352,1.882417471,1.919802542,2927141.382,58818.71307
466.25,2514017.97,9.895541668,7.751039777,1.864829753,1.901870585,2927141.88,58818.73725
466.5,2514017.669,9.786561241,7.678865262,1.847407547,1.884106099,2927142.373,58818.76122
466.75,2514017.37,9.679978853,7.606780758,1.830143615,1.866507494,2927142.862,58818.78496
467,2514017.042,9.605670726,7.535404923,1.813039724,1.849073107,2927143.346,58818.80847
467.25,2514016.718,9.530704002,7.465269969,1.796099968,1.831801432,2927143.826,58818.83177
467.5,2514016.428,9.425741513,7.395756299,1.779319633,1.814691065,2927144.301,58818.85485
467.75,2514016.14,9.323088647,7.326329328,1.762691746,1.797740478,2927144.772,58818.87772
468,2514015.825,9.251520121,7.257584906,1.746218009,1.780948066,2927145.238,58818.90037
468.25,2514015.513,9.179317279,7.190035619,1.729902366,1.764312379,2927145.7,58818.92281
468.5,2514015.234,9.078224589,7.123084717,1.713740274,1.747832067,2927146.158,58818.94504
468.75,2514014.957,8.979356369,7.056217323,1.69772502,1.731505654,2927146.611,58818.96706
469,2514014.653,8.910426436,6.990007317,1.681858242,1.715331597,2927147.061,58818.98888
469.25,2514014.353,8.840885575,6.924948389,1.666143737,1.6993085,2927147.506,58819.01049
469.5,2514014.084,8.743520009,6.860465787,1.650577131,1.68343506,2927147.946,58819.0319
469.75,2514013.817,8.6482969,6.796063619,1.635151956,1.667709857,2927148.383,58819.05311
470,2514013.524,8.58190828,6.732294606,1.619869792,1.652131405,2927148.816,58819.07412
470.25,2514013.235,8.514931256,6.669634235,1.604734294,1.636698357,2927149.244,58819.09494
470.5,2514012.976,8.421155404,6.607528946,1.58974125,1.621409461,2927149.669,58819.11556
470.75,2514012.718,8.329443018,6.545501129,1.57488443,1.606263347,2927150.089,58819.13599
471,2514012.437,8.265502017,6.484083126,1.560165355,1.591258584,2927150.506,58819.15623
471.25,2514012.158,8.200994308,6.423732893,1.545587547,1.576393876,2927150.919,58819.17628
471.5,2514011.909,8.110675823,6.36391728,1.531146946,1.561668015,2927151.328,58819.19614
471.75,2514011.661,8.022344728,6.304176285,1.516837555,1.547079682,2927151.733,58819.21582
472,2514011.389,7.96076111,6.245022624,1.502660836,1.5326275,2927152.134,58819.23531
472.25,2514011.121,7.898631679,6.186897368,1.488620181,1.518310218,2927152.532,58819.25462
472.5,2514010.881,7.811643096,6.129287023,1.474711682,1.504126674,2927152.926,58819.27375
472.75,2514010.642,7.726568631,6.071748548,1.460929561,1.490075599,2927153.316,58819.2927
473,2514010.381,7.667255485,6.014775754,1.447275226,1.476155663,2927153.702,58819.31148
473.25,2514010.122,7.607416652,5.958793452,1.433751945,1.462365664,2927154.085,58819.33008
473.5,2514009.891,7.523635206,5.903307078,1.420355953,1.448704482,2927154.464,58819.3485
473.75,2514009.661,7.441697308,5.847889926,1.407081685,1.435170893,2927154.84,58819.36676
474,2514009.409,7.384570929,5.793017602,1.393930498,1.421763618,2927155.212,58819.38484
474.25,2514009.161,7.326938245,5.739099251,1.380905537,1.408481499,2927155.581,58819.40275
474.5,2514008.938,7.246245698,5.685658548,1.368003178,1.395323455,2927155.947,58819.4205
474.75,2514008.716,7.167328728,5.632284515,1.35521806,1.38228831,2927156.309,58819.43808
475,2514008.474,7.112308497,5.579435225,1.342551489,1.369374831,2927156.667,58819.4555
475.25,2514008.234,7.056800629,5.527504738,1.330006497,1.3565819,2927157.022,58819.47275
475.5,2514008.019,6.9790831,5.476034289,1.31757959,1.34390848,2927157.374,58819.48984
475.75,2514007.806,6.903075685,5.424628055,1.305265606,1.331353435,2927157.723,58819.50678
476,2514007.573,6.850083954,5.373727218,1.293065804,1.318915578,2927158.068,58819.52355
476.25,2514007.342,6.796622567,5.32371131,1.280983102,1.306593834,2927158.41,58819.54017
476.5,2514007.135,6.721770374,5.27413848,1.269014136,1.294387201,2927158.749,58819.55663
476.75,2514006.93,6.648565247,5.224627499,1.257153933,1.282294587,2927159.085,58819.57294
477,2514006.705,6.597527231,5.175603282,1.245403707,1.270314848,2927159.417,58819.5891
477.25,2514006.482,6.546036876,5.12743137,1.233766268,1.258446948,2927159.747,58819.60511
477.5,2514006.283,6.473944382,5.079686201,1.222238375,1.246689924,2927160.073,58819.62096
477.75,2514006.086,6.403438228,5.032000602,1.21081524,1.235042721,2927160.397,58819.63667
478,2514005.869,6.354281901,4.984783822,1.199498031,1.223504239,2927160.717,58819.65223
478.25,2514005.655,6.304689912,4.938387923,1.188289453,1.21207348,2927161.034,58819.66765
478.5,2514005.463,6.235255374,4.892403035,1.177186387,1.200749515,2927161.349,58819.68292
478.75,2514005.272,6.167348689,4.846475523,1.166184219,1.18953133,2927161.66,58819.69805
479,2514005.064,6.120004676,4.800999545,1.155284076,1.178417864,2927161.968,58819.71304
479.25,2514004.858,6.072241068,4.756314185,1.144488562,1.167408156,2927162.274,58819.72788
479.5,2514004.673,6.005366491,4.712024683,1.133794673,1.156501311,2927162.577,58819.74259
479.75,2514004.489,5.939963439,4.667790441,1.123197967,1.145696352,2927162.877,58819.75717
480,2514004.288,5.894364927,4.623991088,1.112699526,1.134992258,2927163.174,58819.7716
480.25,2514004.09,5.848362291,4.580953204,1.10230186,1.124388102,2927163.468,58819.7859
480.5,2514003.912,5.783953297,4.538296584,1.092002076,1.113883023,2927163.76,58819.80007
480.75,2514003.735,5.720961574,4.495693189,1.081795893,1.10347608,2927164.049,58819.8141
481,2514003.542,5.677044211,4.453508649,1.071684357,1.093166289,2927164.335,58819.82801
481.25,2514003.35,5.632737624,4.412057504,1.061669883,1.082952757,2927164.618,58819.84178
481.5,2514003.179,5.570703313,4.370973566,1.051749684,1.072834655,2927164.899,58819.85543
481.75,2514003.009,5.510034019,4.329940892,1.04191964,1.062811076,2927165.178,58819.86894
482,2514002.822,5.467735826,4.289311631,1.032180754,1.052881072,2927165.453,58819.88234
482.25,2514002.638,5.42506276,4.249388727,1.022535355,1.043043784,2927165.726,58819.8956
482.5,2514002.473,5.365315581,4.209819492,1.012980758,1.033298413,2927165.997,58819.90874
482.75,2514002.309,5.306883093,4.170299631,1.003512994,1.023644086,2927166.265,58819.92176
483,2514002.13,5.266144375,4.131168311,0.994133031,1.014079889,2927166.53,58819.93466
483.25,2514001.952,5.225044606,4.092717305,0.98484311,1.004604995,2927166.793,58819.94744
483.5,2514001.793,5.167500238,4.05460693,0.975640646,0.995218633,2927167.054,58819.9601
483.75,2514001.635,5.11122209,4.016544109,0.966521816,0.985919964,2927167.312,58819.97264
484,2514001.462,5.071985353,3.978855504,0.957487551,0.976708106,2927167.568,58819.98506
484.25,2514001.291,5.032400878,3.941822132,0.948540011,0.967582263,2927167.821,58819.99737
484.5,2514001.138,4.976978107,3.905116832,0.939676707,0.958541694,2927168.072,58820.00956
484.75,2514000.986,4.922774873,3.868457335,0.930893955,0.949585588,2927168.32,58820.02163
485,2514000.82,4.884984743,3.832158257,0.922192652,0.940713098,2927168.567,58820.0336
485.25,2514000.655,4.846859696,3.796490253,0.91357488,0.931923457,2927168.811,58820.04545
485.5,2514000.508,4.793480304,3.761138228,0.905038239,0.923215949,2927169.052,58820.05719
485.75,2514000.361,4.741275485,3.725830316,0.896579182,0.914589795,2927169.292,58820.06883
486,2514000.201,4.704878629,3.690869536,0.888198574,0.906044177,2927169.529,58820.08035
486.25,2514000.042,4.668159205,3.656516564,0.879898419,0.897578358,2927169.764,58820.09177
486.5,2513999.9,4.616747856,3.622467921,0.871676406,0.889191649,2927169.997,58820.10308
486.75,2513999.759,4.566467774,3.588461766,0.863529119,0.880883298,2927170.227,58820.11428
487,2513999.605,4.531412825,3.554789945,0.85545739,0.872652518,2927170.456,58820.12538
487.25,2513999.452,4.496047202,3.521703522,0.84746315,0.864498599,2927170.682,58820.13637
